Idx,GeneProbability/KmersHitsOnGene/KmersHitsOnAllGenes/KmersTotal,GeneAnnotation
@>MEG_6070|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTE_errorrate=0.2,0.5/5/5/135,>MEG_6070|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTE
@>MEG_6071|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTF_errorrate=0.2,?/?/?/?,?
@>MEG_6072|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTF_errorrate=0.2,0.5/6/6/135,>MEG_6071|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTF
@>MEG_6073|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTG_errorrate=0.2,1.0/11/11/135,>MEG_6073|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTG
@>MEG_6074|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTH_errorrate=0.2,1.0/18/18/135,>MEG_6074|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTH
@>MEG_6075|Drugs|betalactams|Class_A_betalactamases|ROB_errorrate=0.2,?/?/?/?,?
@>MEG_6076|Drugs|betalactams|Class_A_betalactamases|ROB_errorrate=0.2,0.14/5/5/135,>MEG_6076|Drugs|betalactams|Class_A_betalactamases|ROB
@random_sequence,?/?/?/?,?
@>MEG_6078|Drugs|betalactams|Class_A_betalactamases|ROB_errorrate=0.2,0.16/5/5/135,>MEG_6076|Drugs|betalactams|Class_A_betalactamases|ROB
@random_sequence,?/?/?/?,?
@>MEG_6080|Drugs|betalactams|Class_A_betalactamases|ROB_errorrate=0.2,?/?/?/?,?
@>MEG_6081|Drugs|betalactams|Class_A_betalactamases|ROB_errorrate=0.2,0.14/13/13/135,>MEG_6081|Drugs|betalactams|Class_A_betalactamases|ROB
@random_sequence,?/?/?/?,?
@>MEG_6083|Drugs|Multi-drug_resistance|Multi-drug_MFS_efflux_pumps|ROSA_errorrate=0.2,1.0/8/8/135,>MEG_6083|Drugs|Multi-drug_resistance|Multi-drug_MFS_efflux_pumps|ROSA
@>MEG_6084|Drugs|Multi-drug_resistance|Multi-drug_MFS_efflux_pumps|ROSB_errorrate=0.2,1.0/10/10/135,>MEG_6084|Drugs|Multi-drug_resistance|Multi-drug_MFS_efflux_pumps|ROSB
@>MEG_6085|Drugs|Rifampin|Monooxygenase|ROX_errorrate=0.2,?/?/?/?,?
@>MEG_6086|Drugs|Rifampin|Rifampin_phosphotransferase|RPH_errorrate=0.2,1.0/6/6/135,>MEG_6086|Drugs|Rifampin|Rifampin_phosphotransferase|RPH
@>MEG_6087|Drugs|Rifampin|Rifampin_phosphotransferase|RPH_errorrate=0.2,1.0/10/10/135,>MEG_6087|Drugs|Rifampin|Rifampin_phosphotransferase|RPH
@>MEG_6088|Drugs|Rifampin|Rifampin_phosphotransferase|RPH_errorrate=0.2_2pointsRearrangement,1.0/118/118/134,>MEG_6088|Drugs|Rifampin|Rifampin_phosphotransferase|RPH
@random_sequence,?/?/?/?,?
@>MEG_6090|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6091|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6092|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6093|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6094|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_6096|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_6097|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6098|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6099|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6100|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6101|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6102|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6103|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_6105|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6106|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6107|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6108|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6109|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_6110|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_6111|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_6113|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6114|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6115|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6116|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6117|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_6119|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6120|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_6121|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_6122|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6123|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6124|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6125|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6126|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_6127|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_6128|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6129|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_6131|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6132|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6133|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6134|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6135|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6136|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOBL|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_6138|Drugs|Glycopeptides|Vancomycin-resistant_mutation|RPOC|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6139|Drugs|Lipopeptides|Daptomycin-resistant_beta-subunit_of_RNA_polymerase_RpoC|RPOCL|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6140|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS_errorrate=0.2,0.5/17/17/135,>MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS
@>MEG_6141|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS_errorrate=0.2,0.5/3/3/135,>MEG_6140|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|RPOS
@>MEG_6142|Drugs|Mycobacterium_tuberculosis-specific_Drug|Pyrazinamide-resistant_mutant|RPSA|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6143|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|RPSJ|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6144|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RPSL|RequiresSNPConfirmation_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_6145|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSA|RequiresSNPConfirmation_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_6146|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSC|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6147|Drugs|Aminoglycosides|Aminoglycoside-resistant_16S_ribosomal_subunit_protein|RRSH|RequiresSNPConfirmation_errorrate=0.2,?/?/?/?,?
@>MEG_6148|Drugs|betalactams|Class_A_betalactamases|RSA_errorrate=0.2,?/?/?/?,?
@>MEG_6149|Drugs|betalactams|Class_A_betalactamases|RSA_errorrate=0.2,1.0/12/12/135,>MEG_6149|Drugs|betalactams|Class_A_betalactamases|RSA
@>MEG_6150|Drugs|betalactams|Class_A_betalactamases|RTG_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_6151|Drugs|betalactams|Class_A_betalactamases|RTG_errorrate=0.2,0.2/3/3/135,>MEG_6151|Drugs|betalactams|Class_A_betalactamases|RTG
@>MEG_6152|Drugs|betalactams|Class_A_betalactamases|RUB_errorrate=0.2,1.0/34/34/135,>MEG_6152|Drugs|betalactams|Class_A_betalactamases|RUB
@>MEG_6153|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB_errorrate=0.2,1.0/26/26/135,>MEG_6153|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|RUVB
@random_sequence,?/?/?/?,?
@>MEG_6155|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RUVBM_errorrate=0.2_2pointsRearrangement,0.49/118/118/134,>MEG_6154|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|RUVBM
@>MEG_6156|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|SALA_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_6158|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT_errorrate=0.2,1.0/13/13/135,>MEG_6158|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT
@>MEG_6159|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_6160|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_6161|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_6164|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT_errorrate=0.2_2pointsRearrangement,1.0/118/118/134,>MEG_6164|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT
@>MEG_6165|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT_errorrate=0.2_2pointsRearrangement,0.6/119/119/134,>MEG_6165|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT
@>MEG_6166|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT_errorrate=0.2_2pointsRearrangement,0.39/118/118/134,>MEG_6166|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT
@>MEG_6167|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT_errorrate=0.2,0.14/7/7/135,>MEG_6157|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT
@>MEG_6168|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT_errorrate=0.2_2pointsRearrangement,1.0/120/120/134,>MEG_6168|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT
@>MEG_6169|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT_errorrate=0.2,0.33/19/19/135,>MEG_6165|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT
@>MEG_6170|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT_errorrate=0.2,?/?/?/?,?
@>MEG_6171|Drugs|betalactams|Class_A_betalactamases|SCO_errorrate=0.2_2pointsRearrangement,1.0/118/118/134,>MEG_6171|Drugs|betalactams|Class_A_betalactamases|SCO
@>MEG_6172|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEA_errorrate=0.2,1.0/5/5/135,>MEG_6172|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEA
@>MEG_6173|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEB_errorrate=0.2,1.0/13/13/135,>MEG_6173|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEB
@>MEG_6174|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEX_errorrate=0.2,?/?/?/?,?
@>MEG_6175|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SDEY_errorrate=0.2,0.6/5/5/135,>MEG_6527|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME
@>MEG_6176|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|SDIA_errorrate=0.2,1.0/23/23/135,>MEG_6176|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|SDIA
@>MEG_6177|Drugs|betalactams|Class_A_betalactamases|SED_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_6178|Drugs|betalactams|Class_A_betalactamases|SED_errorrate=0.2_2pointsRearrangement,0.82/118/118/134,>MEG_6178|Drugs|betalactams|Class_A_betalactamases|SED
@random_sequence,?/?/?/?,?
@>MEG_6180|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SEPA_errorrate=0.2,0.33/7/7/135,>MEG_7291|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|TTGC
@>MEG_6181|Drugs|betalactams|Class_B_betalactamases|SFB_errorrate=0.2,1.0/4/4/135,>MEG_6181|Drugs|betalactams|Class_B_betalactamases|SFB
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_6186|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|SGM_errorrate=0.2,1.0/4/4/135,>MEG_6186|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|SGM
@random_sequence,?/?/?/?,?
@>MEG_6188|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.0/3/3/135,>MEG_6413|Drugs|betalactams|Class_A_betalactamases|SHV
@random_sequence,?/?/?/?,?
@>MEG_6190|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.5/5/5/135,>MEG_6433|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6191|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,?/?/?/?,?
@>MEG_6192|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2_2pointsRearrangement,0.0/118/118/134,>MEG_6331|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6193|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_6195|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,1.0/2/2/135,>MEG_6405|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6196|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.02/11/11/135,>MEG_6284|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6197|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.07/4/4/135,>MEG_6363|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6198|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.11/18/19/135,>MEG_6209|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6199|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.04/14/24/135,>MEG_3557|Drugs|betalactams|Class_A_betalactamases|LEN
@>MEG_6200|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2_2pointsRearrangement,0.0/118/118/134,>MEG_6468|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6201|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.29/6/7/135,>MEG_6276|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6202|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.01/8/8/135,>MEG_6293|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6203|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.25/6/12/135,>MEG_5791|Drugs|betalactams|Class_A_betalactamases|PLA
@>MEG_6204|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.0/13/13/135,>MEG_6419|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6205|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_6206|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.0/3/3/135,>MEG_6279|Drugs|betalactams|Class_A_betalactamases|SHV
@random_sequence,?/?/?/?,?
@>MEG_6208|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,?/?/?/?,?
@>MEG_6209|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.23/12/13/135,>MEG_6210|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6210|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.0/32/33/135,>MEG_6269|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6211|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_6212|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_6213|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_6214|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,?/?/?/?,?
@>MEG_6215|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.16/3/19/135,>MEG_4274|Drugs|betalactams|Class_A_betalactamases|OKP
@>MEG_6216|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.2/5/5/135,>MEG_6365|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6217|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.44/5/9/135,>MEG_6213|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6218|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2_2pointsRearrangement,0.0/121/123/134,>MEG_6297|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6219|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2_2pointsRearrangement,0.0/121/121/134,>MEG_6239|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6220|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.41/12/29/135,>MEG_6220|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6221|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_6222|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.0/3/3/135,>MEG_6230|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6223|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.0/7/7/135,>MEG_6223|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6224|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.35/17/17/135,>MEG_6262|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6225|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.0/6/6/135,>MEG_6233|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6226|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.0/13/13/135,>MEG_6219|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6227|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_6228|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.01/26/26/135,>MEG_6302|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6229|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@>MEG_6230|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2_2pointsRearrangement,?/?/?/?,?
@random_sequence,?/?/?/?,?
@>MEG_6232|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.0/18/18/135,>MEG_6387|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6233|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.0/38/38/135,>MEG_6253|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6234|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,?/?/?/?,?
@>MEG_6235|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.34/2/2/135,>MEG_6421|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6236|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.01/12/12/135,>MEG_6267|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6237|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.0/3/3/135,>MEG_6352|Drugs|betalactams|Class_A_betalactamases|SHV
@random_sequence,?/?/?/?,?
@>MEG_6239|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.5/2/2/135,>MEG_6326|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6240|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.09/18/18/135,>MEG_6205|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6241|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2_2pointsRearrangement,0.0/118/118/134,>MEG_6380|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6242|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.25/1/4/135,>MEG_4538|Drugs|betalactams|Class_D_betalactamases|OXA
@>MEG_6243|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2_2pointsRearrangement,0.0/119/119/134,>MEG_6207|Drugs|betalactams|Class_A_betalactamases|SHV
@>MEG_6244|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.01/31/41/135,>MEG_4265|Drugs|betalactams|Class_A_betalactamases|OKP
@>MEG_6245|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,?/?/?/?,?
@>MEG_6246|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.08/4/4/135,>MEG_4244|Drugs|betalactams|Class_A_betalactamases|OKP
@>MEG_6247|Drugs|betalactams|Class_A_betalactamases|SHV_errorrate=0.2,0.08/3/20/135,>MEG_2129|Drugs|betalactams|Class_A_betalactamases|CRH
